freelancer_id,name,email,country,primary_skill,hourly_rate_usd,years_experience,join_date,rating_avg,total_earnings_usd,profile_complete,verified
FL00029,James Singh,james.singh38@gmail.com,Egypt,JavaScript,20,2,2019-08-01,4.5,39556,0,False
FL00030,Hassan Patel,hassan.patel35@outlook.com,Pakistan,Graphic Design,30,N/A,2020-04-03,3.8,5938,1,true
FL00031,Nia Brown,nia.brown63@gmail.com,Australia,Graphic Design,20,14,2017-01-13,4.0,66664,0,false
FL00032,Zara Kumar,zara.kumar64@outlook.com,Vietnam,Python,120,,2017-02-07,3.9,42017,Yes,1
FL00033,Olga Khan,olga.khan91@yahoo.com,Bangladesh,PHP,15,3,2020-08-03,4.8,89596,no,true
FL00034,Lena Khan,lena.khan71@outlook.com,Philippines,Machine Learning,30,15,2020-01-04,4.4,100437,1,0
FL00035,Lena Patel,lena.patel2@outlook.com,Canada,Python,20,10,2019-12-09,3.6,83510,0,false
FL00036,Michael Sharma,michael.sharma91@gmail.com,India,WordPress,15,9,2019-11-13,4.7,47700,Yes,1
FL00037,Michael Yamamoto,michael.yamamoto2@yahoo.com,Nigeria,Flutter,25,4,2022-02-25,4.2,127170,No,1
FL00038,Sarah Singh,sarah.singh7@outlook.com,Philippines,Machine Learning,300,12,2021-05-07,3.7,36355,1,0
FL00039,Ravi Garcia,ravi.garcia17@outlook.com,Australia,Copywriting,12,4,2018-08-31,4.6,20239,yes,0
FL00040,Aarav Brown,aarav.brown96@outlook.com,UK,PHP,75,12,2021-01-06,3.3,17071,No,0
FL00041,David Silva,david.silva18@yahoo.com,UK,JavaScript,20,1,2016-04-20,3.5,9076,yes,false
FL00042,Carlos Müller,carlos.müller16@yahoo.com,Bangladesh,PHP,40,11,2015-09-06,4.0,145782,yes,False
FL00043,Deepak Johansson,,Pakistan,Graphic Design,1000,4,2017-10-23,3.1,29087,yes,1
FL00044,Olga Singh,olga.singh55@outlook.com,Australia,DevOps,120,14,2015-09-07,4.1,100351,no,true
FL00045,Lena Johansson,lena.johansson30@yahoo.com,Nigeria,SEO,15,3,2023-01-31,4.9,25813,YES,False
FL00046,Zara Müller,zara.müller93@gmail.com,Nigeria,Video Editing,75,3,2022-06-18,4.4,73524,0,false
FL00047,Ivan Brown,ivan.brown40@yahoo.com,Australia,PHP,100,0,2015-04-29,3.6,82193,0,1
FL00048,Natasha Sharma,natasha.sharma78@yahoo.com,Mexico,Python,20,1,2018-01-19,4.4,,YES,False
FL00049,Juan Petrov,juan.petrov30@outlook.com,Australia,Data Analysis,30,0,2016-12-20,3.5,76394,Yes,true
FL00050,Zara Patel,zara.patel11@yahoo.com,Nigeria,Copywriting,150,2,2017-09-23,4.2,39216,yes,true
FL00051,Hassan Mbeki,hassan.mbeki73@outlook.com,Nigeria,React,120,15,2023-07-10,4.6,,YES,true
FL00052,Hassan Mbeki,hassan.mbeki6@yahoo.com,Vietnam,PHP,15,12,2021-03-20,4.2,22606,yes,True
FL00053,Fatima Müller,fatima.müller87@outlook.com,Canada,Copywriting,75,5,2018-03-04,3.8,37574,YES,0
FL00054,David Johansson,david.johansson17@outlook.com,UK,React,100,,2019-03-23,3.8,90083,No,False
FL00055,Maria Johansson,maria.johansson44@outlook.com,Pakistan,React,15,3,2023-04-14,3.8,75192,0,false
FL00056,Fatima Mbeki,fatima.mbeki49@outlook.com,Bangladesh,Data Analysis,60,6,2019-12-10,3.7,135742,YES,True
FL00057,Ravi Johnson,ravi.johnson54@gmail.com,Philippines,Copywriting,75,13,2020-01-22,4.1,124351,yes,0
FL00058,Kofi Khan,kofi.khan55@gmail.com,Nigeria,Python,150,6,2021-02-25,4.1,135602,1,False
FL00059,James Sharma,james.sharma68@outlook.com,India,WordPress,40,13,,4.1,27674,1,true
FL00060,Kofi Yamamoto,kofi.yamamoto18@gmail.com,,Video Editing,40,5,2022-10-19,3.6,124598,0,0
FL00061,Sarah Patel,sarah.patel96@yahoo.com,Ukraine,PHP,12,10,2023-12-19,4.6,143492,Yes,True
FL00062,James Yamamoto,james.yamamoto46@outlook.com,Philippines,Data Analysis,60,13,2018-12-10,4.3,37928,1,false
FL00063,Sofia Kumar,sofia.kumar48@yahoo.com,USA,Node.js,120,,2021-10-14,2.9,68733,yes,1
FL00064,Hassan Ahmed,hassan.ahmed88@yahoo.com,Mexico,Copywriting,25,2,2022-12-31,3.9,59283,yes,False
FL00065,Hassan Johansson,hassan.johansson40@yahoo.com,Canada,Python,40,11,2016-06-15,3.8,145020,yes,False
FL00066,David Ahmed,david.ahmed45@outlook.com,Mexico,PHP,12,4,2016-10-25,3.6,40921,no,0
FL00067,Ravi Kumar,ravi.kumar27@outlook.com,Ukraine,PHP,100,0,2022-03-12,,115739,No,False
FL00068,Omar Khan,omar.khan41@gmail.com,Pakistan,UI/UX Design,150,11,2023-07-13,4.2,86335,1,true
FL00069,Juan Singh,juan.singh31@gmail.com,PAKISTAN,Copywriting,75,,2016-01-04,4.3,106210,No,True
FL00070,Maria Yamamoto,maria.yamamoto80@outlook.com,Bangladesh,UI/UX Design,75,12,2023-07-28,4.3,,yes,0
FL00071,Ali Hassan,ali.hassan95@yahoo.com,Canada,Video Editing,60,N/A,2018-07-28,4.4,7485,YES,0
FL00072,Sofia Silva,sofia.silva49@gmail.com,Australia,WordPress,100,1,2016-11-29,4.3,124128,1,0
FL00073,Maria Okafor,maria.okafor69@yahoo.com,Pakistan,Video Editing,25,15,2018-07-09,3.6,76260,1,0
FL00074,David Patel,david.patel51@yahoo.com,Canada,UI/UX Design,75,8,2021-06-06,5,141684,no,0
FL00075,Priya Rossi,priya.rossi53@yahoo.com,USA,wordpress,150,7,2017-07-13,3.7,84692,Yes,True
FL00076,Nia Ahmed,nia.ahmed5@yahoo.com,Bangladesh,Video Editing,,1,2019-09-08,4.0,119604,no,1
FL00077,Amara Patel,amara.patel33@outlook.com,Pakistan,PHP,75,6,2018-09-16,3.8,48939,No,true
FL00078,,ali.garcia84@yahoo.com,India,Data Analysis,50,8,2021-07-13,4.0,77842,yes,False
FL00079,Zara Johansson,zara.johansson28@gmail.com,Canada,React,60,11,2020-04-12,4.3,43632,no,false
FL00080,Amara Kumar,amara.kumar73@gmail.com,Bangladesh,machine learning,,14,2020-02-01,3.8,142362,Yes,false
FL00081,Fatima Okafor,fatima.okafor49@gmail.com,UK,React,20,13,2020-01-12,,78714,1,1
FL00082,Deepak Brown,deepak.brown15@gmail.com,UK,,25,,2017-02-11,4.0,13260,Yes,false
FL00083,Michael Mbeki,michael.mbeki42@gmail.com,Brazil,Node.js,12,9,2018-07-30,3.6,90786,1,false
FL00084,Omar Ahmed,omar.ahmed29@yahoo.com,Ukraine,Machine Learning,50,9,2023-06-18,3.6,21227,0,true
FL00085,NATASHA HASSAN,natasha.hassan98@outlook.com,Germany,PHP,25,N/A,2021-10-05,4.2,126046,1,1
FL00086,Omar Yamamoto,omar.yamamoto47@outlook.com,UK,DevOps,25,9,2020-12-25,3.9,,no,1
FL00087,Omar Mbeki,omar.mbeki88@yahoo.com,UK,Data Analysis,20,7,2017-10-03,2.9,15896,0,True
FL00088,Ravi Khan,ravi.khan8@outlook.com,Egypt,,12,,2015-02-07,4.1,,0,0
FL00089,Maria Khan,maria.khan46@yahoo.com,Australia,DevOps,20,3,2017-09-14,,106741,no,false
FL00090,Olga Nguyen,olga.nguyen68@gmail.com,India,Machine Learning,20,13,2021-05-06,4.0,47516,YES,True
FL00091,David Ahmed,david.ahmed50@outlook.com,Nigeria,React,150,2,2021-04-28,3.1,104493,YES,True
FL00092,Zara Ahmed,zara.ahmed99@outlook.com,Australia,Copywriting,60,12,2022-08-16,4.4,81310,0,true
FL00093,Sunita Singh,sunita.singh77@yahoo.com,USA,React,50,13,2016-01-03,3.9,70861,Yes,False
FL00094,Sarah Johnson,sarah.johnson26@yahoo.com,UK,Data Analysis,60,11,2023-01-31,3.7,36184,no,0
FL00095,Chen Silva,chen.silva36@yahoo.com,Ukraine,React,50,N/A,2021-06-16,4.3,18629,0,false
FL00096,Sergiy Petrov,sergiy.petrov77@yahoo.com,Pakistan,Flutter,,4,2023-11-07,3.9,22777,yes,0
FL00097,,yuki.nguyen34@gmail.com,Pakistan,Flutter,100,12,2023-12-06,3.9,109545,Yes,True
FL00098,Amara Williams,amara.williams57@outlook.com,Germany,React,40,14,2020-11-04,4.1,64440,no,False
FL00099,JAMES PETROV,james.petrov26@yahoo.com,UK,Copywriting,25,5,2019-06-09,4.2,69274,No,1
FL00100,Fatima Müller,fatima.müller91@yahoo.com,Ukraine,WordPress,50,3,2020-02-19,4.4,101087,No,0
FL00101,David Khan,david.khan7@yahoo.com,Mexico,Flutter,20,15,2017-02-05,3.7,58310,YES,False
FL00102,Carlos Rossi,carlos.rossi70@yahoo.com,Pakistan,Graphic Design,60,15,2016-04-08,4.1,8949,YES,True
FL00103,Lena Hassan,lena.hassan27@gmail.com,USA,Graphic Design,25,11,2022-02-04,2.9,36043,0,false
FL00104,Michael Khan,michael.khan87@yahoo.com,Philippines,PHP,120,4,2022-12-23,3.9,97249,No,true
FL00105,Olga Müller,olga.müller55@gmail.com,Vietnam,Graphic Design,150,14,2015-09-17,4.7,4768,0,False
FL00106,Bjorn Garcia,bjorn.garcia12@outlook.com,India,SEO,25,4,2016-10-13,4.2,,No,True
FL00107,Sergiy Nguyen,sergiy.nguyen17@yahoo.com,Bangladesh,Video Editing,120,0,2016-05-08,5,139569,no,0
FL00108,Nia Petrov,nia.petrov12@gmail.com,Ukraine,Machine Learning,25,4,2021-11-28,5,75190,1,True
FL00109,Chen Okafor,chen.okafor31@yahoo.com,Egypt,DevOps,,6,2018-04-25,4.3,45790,0,True
FL00109,Chen Okafor,chen.okafor31@yahoo.com,Egypt,DevOps,,6,2018-04-25,4.3,45790,0,True
FL00110,Amara Okafor,amara.okafor99@yahoo.com,USA,Python,30,1,2020-09-06,3.6,86155,1,0
FL00111,Priya Johnson,priya.johnson79@outlook.com,USA,,150,N/A,2015-12-20,3.7,68460,yes,0
FL00112,Ali Petrov,ali.petrov74@outlook.com,Philippines,Machine Learning,15,0,2018-01-19,4.5,60374,Yes,True
FL00113,Nia Khan,nia.khan71@outlook.com,India,Node.js,12,12,2017-01-03,4.3,12539,Yes,false
FL00114,Aarav Müller,aarav.müller95@outlook.com,Australia,PHP,30,14,2017-04-01,3.8,6767,YES,0
FL00115,Lena Garcia,lena.garcia54@yahoo.com,Mexico,Python,400,12,2016-03-01,3.2,132994,0,false
FL00116,Michael Garcia,michael.garcia51@outlook.com,Nigeria,Python,50,4,2017-12-05,4.2,82821,no,true
FL00117,Ravi Ahmed,ravi.ahmed78@gmail.com,Bangladesh,Copywriting,30,3,2022-09-11,4.6,146239,yes,True
FL00118,Kofi Johnson,kofi.johnson88@outlook.com,Australia,Graphic Design,20,1,2016-06-19,5,87413,No,True
FL00119,Omar Petrov,omar.petrov36@yahoo.com,Nigeria,SEO,150,0,2016-12-08,3.6,138339,0,1
FL00120,Fatima Mbeki,fatima.mbeki4@yahoo.com,UK,Graphic Design,150,15,2020-08-19,4.3,65474,YES,1
FL00121,Sofia Okafor,sofia.okafor23@gmail.com,Mexico,Machine Learning,12,7,2018-12-24,4.9,129534,yes,false
FL00122,Aarav Nguyen,aarav.nguyen92@gmail.com,India,node.js,100,15,2021-11-20,3.7,98434,1,false
FL00123,Chen Petrov,chen.petrov41@gmail.com,Ukraine,Data Analysis,40,5,2023-11-18,,103155,0,1
FL00124,Nia Silva,nia.silva45@yahoo.com,Nigeria,UI/UX Design,100,3,2016-07-30,4.3,67781,1,True
FL00125,Juan Okafor,juan.okafor62@outlook.com,Canada,Machine Learning,50,13,2018-12-09,4.2,143904,Yes,true
FL00126,Olga Ahmed,olga.ahmed13@yahoo.com,Nigeria,DevOps,60,13,2021-10-23,4.4,129199,YES,True
FL00127,Emily Patel,emily.patel11@yahoo.com,Philippines,PHP,120,15,2015-04-16,3.6,122412,0,true
FL00128,Natasha Müller,natasha.müller30@outlook.com,Pakistan,Graphic Design,150,2,2021-01-26,4.4,9603,no,1
FL00129,James Ahmed,james.ahmed55@gmail.com,Nigeria,React,15,14,2017-05-17,3.6,72904,0,True
FL00130,Zara Khan,zara.khan13@gmail.com,Nigeria,WordPress,75,3,2016-08-30,,72698,no,1
FL00131,Sergiy Johnson,sergiy.johnson48@gmail.com,UK,Python,50,10,2015-07-21,4.0,109754,Yes,False
FL00132,Kofi Kumar,kofi.kumar91@outlook.com,Mexico,PHP,50,11,2020-10-11,,94970,YES,true
FL00133,Michael Müller,michael.müller61@outlook.com,Brazil,SEO,120,N/A,2020-06-25,4.5,58525,1,False
FL00134,Juan Khan,juan.khan29@yahoo.com,UK,Video Editing,12,0,2022-04-05,3.3,136982,No,1
FL00135,David Patel,david.patel82@yahoo.com,Brazil,Flutter,40,9,2020-05-27,4.2,37181,1,false
FL00136,Sofia Mbeki,sofia.mbeki88@outlook.com,Philippines,DevOps,50,1,2017-02-16,3.4,68304,no,False
FL00137,Michael Garcia,michael.garcia34@outlook.com,Mexico,UI/UX Design,120,11,2019-09-19,4.3,14672,yes,False
FL00138,Deepak Nguyen,deepak.nguyen43@outlook.com,Ukraine,SEO,100,14,2023-01-10,3.6,34422,1,false
FL00139,Chen Müller,,CANADA,SEO,12,6,2015-02-27,4.1,120018,no,1
FL00140,Fatima Williams,fatima.williams52@gmail.com,Mexico,Flutter,20,15,2016-11-06,4.1,67553,no,True
FL00141,Priya Patel,priya.patel33@yahoo.com,India,flutter,15,0,2019-09-04,3.1,31363,0,True
FL00142,Fatima Petrov,fatima.petrov27@outlook.com,,Node.js,30,6,2018-04-24,4.5,27052,1,False
FL00143,Lena Kumar,lena.kumar55@outlook.com,Philippines,data analysis,60,5,2018-04-05,3.9,90342,No,false
FL00144,Amara Petrov,amara.petrov17@outlook.com,Philippines,PHP,50,15,2022-04-11,4.8,8054,0,0
FL00145,Hassan Kumar,hassan.kumar91@outlook.com,Pakistan,Copywriting,60,13,2015-09-17,3.3,101393,0,1
FL00146,Maria Silva,maria.silva63@yahoo.com,Nigeria,Python,12,5,2020-07-23,4.3,131167,Yes,false
FL00147,Kofi Sharma,kofi.sharma39@outlook.com,India,JavaScript,50,0,2023-11-18,3.4,119128,0,0
FL00148,Carlos Rossi,carlos.rossi22@yahoo.com,Ukraine,UI/UX Design,120,9,2019-03-12,3.5,89087,No,True
FL00149,Hassan Mbeki,,Vietnam,Flutter,100,14,2020-08-27,4.3,84869,No,false
FL00150,David Yamamoto,david.yamamoto96@outlook.com,Mexico,Machine Learning,25,10,2016-06-30,4.4,35279,1,False
FL00151,Carlos Silva,carlos.silva54@outlook.com,Germany,Flutter,40,N/A,2021-07-15,3.8,42688,1,true
FL00152,Fatima Yamamoto,fatima.yamamoto72@gmail.com,India,Machine Learning,30,1,2016-02-24,3.7,82460,Yes,True
FL00153,Yuki Mbeki,yuki.mbeki93@gmail.com,Bangladesh,WordPress,60,11,2021-02-16,4.5,87155,yes,True
FL00154,Juan Mbeki,juan.mbeki41@outlook.com,Ukraine,WordPress,12,9,2021-03-03,4.5,95080,0,1
FL00155,Hassan Johnson,hassan.johnson6@outlook.com,Brazil,PHP,1200,N/A,2022-03-15,4.1,,1,False
FL00156,Olga Sharma,olga.sharma88@yahoo.com,USA,JavaScript,20,0,2017-05-13,,,Yes,True
FL00157,Nia Brown,,Philippines,Video Editing,15,7,2019-07-28,4.2,79497,YES,false
FL00158,Deepak Okafor,deepak.okafor82@gmail.com,Vietnam,Flutter,12,N/A,2023-12-08,3.9,,no,false
FL00159,Emily Petrov,emily.petrov24@gmail.com,USA,Data Analysis,25,11,2022-03-30,3.9,66216,1,1
FL00160,Sunita Garcia,sunita.garcia63@yahoo.com,Ukraine,UI/UX Design,20,7,2021-12-12,3.8,114827,YES,False
FL00161,Yuki Garcia,yuki.garcia78@gmail.com,Ukraine,DevOps,60,11,,3.9,106703,yes,True
FL00162,Fatima Okafor,fatima.okafor38@gmail.com,Brazil,DevOps,75,4,2017-07-03,4.0,117474,no,1
FL00163,Priya Johnson,,Pakistan,Machine Learning,150,11,2023-07-16,3.8,69526,no,False
FL00164,Maria Brown,maria.brown52@yahoo.com,UK,,100,2,2019-03-22,3.4,39884,YES,1
FL00165,Chen Patel,chen.patel76@gmail.com,USA,Flutter,25,10,2020-05-26,4.6,106787,no,0
FL00165,Chen Patel,chen.patel76@gmail.com,USA,Flutter,25,10,2020-05-26,4.6,106787,no,0
FL00166,Emily Yamamoto,emily.yamamoto22@gmail.com,Germany,Machine Learning,120,2,2021-10-20,5.0,18546,No,False
FL00167,Ivan Patel,ivan.patel5@outlook.com,Bangladesh,Video Editing,75,4,2016-12-27,,139388,0,false
FL00168,Zara Khan,zara.khan11@yahoo.com,UK,ui/ux design,,3,2017-11-08,3.9,83311,Yes,False
FL00169,Sofia Müller,sofia.müller97@gmail.com,Nigeria,Data Analysis,30,13,2021-11-11,3.9,60733,1,False
FL00170,JAMES OKAFOR,james.okafor19@yahoo.com,Brazil,SEO,,1,2022-02-17,3.0,15563,0,False
FL00171,Emily Kumar,emily.kumar30@outlook.com,CANADA,python,25,9,2023-10-17,3.5,18487,no,true
FL00172,Michael Hassan,michael.hassan1@yahoo.com,Brazil,DevOps,100,8,2017-03-07,3.7,66073,No,1
FL00173,Natasha Yamamoto,natasha.yamamoto34@gmail.com,Bangladesh,Graphic Design,40,14,2021-07-31,4.0,90151,yes,false
FL00174,Juan Williams,juan.williams27@gmail.com,Bangladesh,DevOps,100,6,2017-08-19,4.4,142444,0,false
FL00175,James Rossi,james.rossi17@gmail.com,Ukraine,copywriting,100,15,2018-02-21,,55747,Yes,true
FL00176,Sarah Silva,sarah.silva55@gmail.com,Vietnam,Data Analysis,20,7,2021-11-16,4.0,62314,0,false
FL00177,James Petrov,james.petrov81@outlook.com,Australia,Machine Learning,,0,2020-08-08,4.0,88228,YES,1
FL00178,Fatima Hassan,fatima.hassan69@gmail.com,Australia,Data Analysis,400,3,2017-03-25,5.0,44428,YES,false
FL00179,Michael Nguyen,michael.nguyen78@outlook.com,Nigeria,SEO,15,10,2018-07-21,4.3,21488,No,True
FL00180,Yuki Okafor,yuki.okafor34@outlook.com,Mexico,DevOps,60,0,2020-11-16,,94043,YES,false
FL00181,Sergiy Johansson,sergiy.johansson96@outlook.com,Vietnam,Video Editing,30,4,2016-12-26,,137684,0,False
FL00182,YUKI SILVA,yuki.silva38@outlook.com,CANADA,Video Editing,12,15,2018-05-12,4.2,69438,1,False
FL00183,David Johansson,david.johansson24@gmail.com,Australia,DevOps,100,N/A,2018-01-06,3.7,71067,No,0
FL00183,David Johansson,david.johansson24@gmail.com,Australia,DevOps,100,N/A,2018-01-06,3.7,71067,No,0
FL00184,Zara Garcia,zara.garcia60@outlook.com,USA,React,12,10,2023-10-24,3.9,100528,Yes,0
FL00185,Emily Yamamoto,emily.yamamoto27@yahoo.com,Australia,Copywriting,25,1,2023-03-31,,57591,yes,0
FL00186,Amara Johnson,amara.johnson89@yahoo.com,India,React,30,12,2015-02-06,4.5,93696,1,1
FL00187,Amara Yamamoto,amara.yamamoto46@outlook.com,Pakistan,Copywriting,25,11,2023-03-23,4.0,145864,no,False
FL00188,Yuki Rossi,yuki.rossi80@yahoo.com,Vietnam,Data Analysis,75,0,2019-04-02,3.6,85067,YES,True
FL00189,James Kumar,james.kumar5@outlook.com,Egypt,JavaScript,,4,,4.6,21460,1,True
FL00190,Kofi Hassan,kofi.hassan39@gmail.com,Germany,DevOps,50,1,2017-12-24,3.7,146813,Yes,0
FL00191,James Ahmed,james.ahmed21@outlook.com,Egypt,Copywriting,150,3,2021-03-02,3.9,56579,no,0
FL00192,David Hassan,david.hassan39@gmail.com,Canada,copywriting,500,1,2015-03-08,3.3,41057,No,true
FL00193,Amara Garcia,amara.garcia28@outlook.com,Philippines,UI/UX Design,100,8,2016-01-12,4.9,15159,YES,true
FL00194,Chen Hassan,chen.hassan7@yahoo.com,UK,SEO,15,7,2015-02-16,4.2,132811,No,true
FL00195,Carlos Okafor,carlos.okafor90@gmail.com,Pakistan,React,40,1,2017-12-11,3.9,23986,No,false
FL00196,Yuki Garcia,yuki.garcia57@outlook.com,BANGLADESH,UI/UX Design,40,0,2016-11-24,4.5,39212,0,true
FL00196,Yuki Garcia,yuki.garcia57@outlook.com,BANGLADESH,UI/UX Design,40,0,2016-11-24,4.5,39212,0,true
FL00197,Aarav Nguyen,aarav.nguyen70@outlook.com,Germany,Graphic Design,15,15,2017-05-06,4.0,71614,1,True
FL00198,Lena Patel,lena.patel50@gmail.com,Egypt,Data Analysis,120,11,2015-03-20,4.2,,no,true
FL00199,Fatima Garcia,fatima.garcia36@gmail.com,UK,,200,11,2017-08-25,3.9,60118,no,False
FL00200,Emily Khan,emily.khan18@yahoo.com,Philippines,DevOps,100,4,2021-07-07,3.8,140212,Yes,False
FL00201,Bjorn Petrov,bjorn.petrov82@outlook.com,Mexico,React,1500,10,2019-08-12,4.1,125438,0,1
FL00202,Juan Khan,juan.khan98@gmail.com,Egypt,UI/UX Design,20,15,2016-11-01,4.8,85669,yes,false
FL00203,Omar Hassan,omar.hassan83@outlook.com,India,WordPress,150,10,2023-04-30,3.4,13422,No,false
FL00204,David Hassan,david.hassan60@outlook.com,Australia,PHP,30,13,2015-08-12,3.8,53435,Yes,true
FL00205,Ravi Patel,ravi.patel68@outlook.com,Egypt,DevOps,150,3,2022-12-02,3.8,47388,Yes,false
FL00206,SUNITA KHAN,sunita.khan2@yahoo.com,Germany,Graphic Design,60,5,2017-04-10,3.8,2223,no,true
FL00207,Priya Müller,priya.müller74@outlook.com,Brazil,PHP,25,4,2015-05-31,4.1,94921,Yes,true
FL00208,David Silva,david.silva43@outlook.com,Mexico,SEO,15,2,2016-07-05,3.7,75784,0,true
FL00209,Maria Silva,maria.silva30@outlook.com,Nigeria,WordPress,40,15,2020-07-10,4.4,,yes,0
FL00210,Yuki Singh,yuki.singh93@outlook.com,AUSTRALIA,JavaScript,30,10,2016-04-11,4.1,121248,no,true
FL00211,Sofia Nguyen,sofia.nguyen88@yahoo.com,Vietnam,SEO,,9,2021-03-24,3.6,81314,YES,0
FL00212,Hassan Garcia,hassan.garcia48@gmail.com,UK,javascript,60,11,2017-06-04,3.8,86309,0,True
FL00213,Hassan Okafor,hassan.okafor40@gmail.com,Brazil,Flutter,20,1,2023-01-02,3.6,50974,no,true
FL00214,Sunita Singh,sunita.singh70@yahoo.com,Egypt,JavaScript,30,8,2021-12-26,,8100,1,True
FL00215,Ivan Müller,ivan.müller98@outlook.com,India,JavaScript,50,14,2018-07-03,3.7,123850,yes,False
FL00216,Amara Nguyen,amara.nguyen15@yahoo.com,Nigeria,Data Analysis,40,10,2020-01-31,4.7,19092,no,false
FL00217,Juan Okafor,juan.okafor76@yahoo.com,UK,Node.js,100,5,2015-09-28,3.3,146012,No,False
FL00218,Ali Silva,ali.silva18@outlook.com,,JavaScript,100,12,2022-03-26,4.1,83494,0,0
FL00219,Ravi Mbeki,ravi.mbeki17@yahoo.com,Mexico,seo,150,11,2015-02-03,3.4,100846,No,1
FL00220,Kofi Müller,kofi.müller86@gmail.com,,Copywriting,20,12,2019-09-05,4.3,120045,1,1
FL00221,Omar Müller,omar.müller74@yahoo.com,Nigeria,React,60,14,2017-07-13,4.4,37747,no,true
FL00222,Olga Sharma,olga.sharma40@outlook.com,USA,Video Editing,100,15,2022-09-02,4.4,76314,1,1
FL00223,Sofia Ahmed,,Germany,Graphic Design,100,15,2021-06-04,4.0,40119,YES,False
FL00224,Ali Sharma,ali.sharma64@yahoo.com,Germany,Node.js,60,1,2016-08-17,3.3,44435,No,true
FL00225,Juan Brown,juan.brown37@yahoo.com,Australia,DevOps,75,12,2016-08-17,3.8,26262,no,false
FL00226,Maria Nguyen,maria.nguyen71@gmail.com,,Machine Learning,25,6,2022-08-07,,24601,no,0
FL00227,Ravi Hassan,ravi.hassan83@outlook.com,Bangladesh,WordPress,120,3,2016-06-16,4.1,85278,0,True
FL00228,Sarah Brown,sarah.brown26@outlook.com,India,SEO,50,1,2016-12-29,,18958,YES,false
FL00228,Sarah Brown,sarah.brown26@outlook.com,India,SEO,50,1,2016-12-29,,18958,YES,false
FL00229,Natasha Okafor,,Canada,React,120,1,2017-12-27,3.4,32272,YES,true
